timestamp,hourly average,usage,hour,year,month,week,weekday,usage_scaled
2024-02-11 22:00:00,20386523.0,0.209,22,2024,2,6,6,0.005781348833863976
2024-02-11 23:00:00,20386698.0,0.175,23,2024,2,6,6,0.004840842325005721
2024-02-12 00:00:00,20386949.5,0.2515,0,2024,2,7,0,0.006956981969936794
2024-02-12 01:00:00,20387172.75,0.22325,1,2024,2,7,0,0.006175531708900156
2024-02-12 02:00:00,20387368.2,0.1954499999992549,2,2024,2,7,0,0.005406529328107207
2024-02-12 03:00:00,20387614.0,0.245800000000745,3,2024,2,7,0,0.00679930881994293
2024-02-12 04:00:00,20387816.4,0.2023999999985098,4,2024,2,7,0,0.005598779923279681
2024-02-12 05:00:00,20388045.25,0.2288500000014901,5,2024,2,7,0,0.006330438663341559
2024-02-12 06:00:00,20388254.83333333,0.2095833333320915,6,2024,2,7,0,0.005797484974912977
2024-02-12 07:00:00,20393722.6,5.467766666669399,7,2024,2,7,0,0.15124912173296387
2024-02-12 08:00:00,20412237.33333333,18.5147333333306,8,2024,2,7,0,0.5121537414638916
2024-02-12 09:00:00,20430338.6,18.1012666666694,9,2024,2,7,0,0.5007164446641627
2024-02-12 10:00:00,20445768.0,15.42939999999851,10,2024,2,7,0,0.4268073861110632
2024-02-12 11:00:00,20468795.33333333,23.02733333333209,11,2024,2,7,0,0.6369810847543376
2024-02-12 12:00:00,20484085.0,15.289666666667909,12,2024,2,7,0,0.42294208877277234
2024-02-12 13:00:00,20502695.25,18.61025,13,2024,2,7,0,0.5147959193082156
2024-02-12 14:00:00,20520140.0,17.44475,14,2024,2,7,0,0.48255590942367743
2024-02-12 15:00:00,20535882.0,15.742,15,2024,2,7,0,0.43545451360137183
2024-02-12 16:00:00,20553902.0,18.02,16,2024,2,7,0,0.49846844969487486
2024-02-12 17:00:00,20564479.33333333,10.577333333332092,17,2024,2,7,0,0.2925897307753591
2024-02-12 18:00:00,20564710.2,0.2308666666671633,18,2024,2,7,0,0.006386223608202238
2024-02-12 19:00:00,20564921.0,0.210800000000745,19,2024,2,7,0,0.0058311403549417854
2024-02-12 20:00:00,20565146.0,0.225,20,2024,2,7,0,0.006223940132150213
2024-02-12 21:00:00,20565362.75,0.21675,21,2024,2,7,0,0.005995728993971372
2024-02-12 22:00:00,20565573.6,0.2108500000014901,22,2024,2,7,0,0.005832523452769541
2024-02-12 23:00:00,20565797.0,0.2233999999985098,23,2024,2,7,0,0.006179681002280367
2024-02-13 00:00:00,20565978.25,0.18125,0,2024,2,7,1,0.005013729550898783
2024-02-13 01:00:00,20566241.0,0.26275,1,2024,2,7,1,0.007268178976544304
2024-02-13 02:00:00,20566430.5,0.1895,2,2024,2,7,1,0.0052419406890776244
2024-02-13 03:00:00,20566667.0,0.2365,3,2024,2,7,1,0.006542052627793446
2024-02-13 04:00:00,20566865.4,0.1983999999985098,4,2024,2,7,1,0.005488132098708121
2024-02-13 05:00:00,20567070.75,0.2053500000014901,5,2024,2,7,1,0.005680382693983647
2024-02-13 06:00:00,20567309.0,0.23825,6,2024,2,7,1,0.006590461051043503
2024-02-13 07:00:00,,3.873281240463257,7,2024,2,7,1,0.06449601183747132
2024-02-13 08:00:00,,10.808839797973633,8,2024,2,7,1,0.12240156262389913
2024-02-13 09:00:00,,13.171249389648438,9,2024,2,7,1,0.18030711341032693
2024-02-13 10:00:00,,14.581329345703125,10,2024,2,7,1,0.23821266419675474
