time,active_energy_import_diff,active_energy_export_diff,reactive_energy_import_diff,reactive_energy_export_diff,apparent_energy_import_diff,apparent_energy_export_diff
2024-10-12T10:59:36.7290002Z,3131,0,0,409,3454,0
2024-10-12T11:09:37.661Z,3129,0,0,401,3285,0
2024-10-12T11:19:32.1930002Z,3624,0,0,445,4004,0
2024-10-12T11:39:37.6589998Z,7240,0,0,865,7560,0
2024-10-12T11:49:38.5899999Z,3544,0,0,432,3704,0
2024-10-12T12:09:33.415Z,7151,0,0,892,7565,0
2024-10-12T12:19:29.3989998Z,3649,0,0,432,3912,0
2024-10-12T12:29:34.379Z,3748,0,1,434,4013,0
2024-10-12T12:49:29.92Z,7157,0,0,850,7472,0
2024-10-12T12:59:38.822Z,3578,0,0,428,3734,0
2024-10-12T13:09:34.356Z,3737,0,0,431,4019,0
2024-10-12T13:39:36.8180001Z,10638,0,0,1270,11335,0
2024-10-12T13:49:33.26Z,3433,0,0,417,3586,0
2024-10-12T14:09:28.629Z,6183,0,0,852,6697,0
2024-10-12T14:19:28.006Z,2910,0,0,382,3108,0
2024-10-12T14:29:30.645Z,2920,0,0,382,3120,0
2024-10-12T14:49:33.024Z,5224,0,0,949,5586,0
2024-10-12T15:09:37.435Z,5117,0,0,995,5468,0
2024-10-12T15:10:48.763Z,366,0,0,61,386,0
2024-10-12T15:19:32.7019999Z,2404,0,0,430,2548,0
2024-10-12T15:29:36.24Z,3365,0,1,455,3884,0
2024-10-12T15:39:36.232Z,2923,0,0,427,3080,0
2024-10-12T15:49:35.1979999Z,3035,0,0,429,3190,0
2024-10-12T15:59:36.034Z,2621,0,0,459,2785,0
2024-10-12T16:09:35.017Z,2555,0,0,478,2728,0
2024-10-12T16:19:34.965Z,2591,0,0,477,2762,0
2024-10-12T16:29:37.072Z,2835,0,0,481,3001,0
2024-10-12T16:39:30.457Z,2568,0,0,476,2736,0
2024-10-12T16:59:36.878Z,5138,0,0,954,5477,0
2024-10-12T17:09:30.276Z,2590,0,0,477,2759,0
2024-10-12T17:19:32.8580001Z,2592,0,0,477,2761,0
2024-10-12T17:39:38.685Z,5259,0,0,955,5598,0
2024-10-12T17:59:34.616Z,4890,0,0,941,5236,0
2024-10-12T18:09:31.517Z,2438,0,0,469,2609,0
2024-10-12T18:19:29.575Z,2495,0,0,471,2665,0
2024-10-12T18:29:29.56Z,2514,0,0,470,2683,0
2024-10-12T18:39:32.16Z,2494,0,0,469,2666,0
2024-10-12T18:59:33.395Z,5230,0,0,940,5565,0
2024-10-12T19:09:30.358Z,2535,0,0,465,2704,0
2024-10-12T19:19:34.884Z,2547,0,0,469,2713,0
2024-10-12T19:39:34.9189998Z,5018,0,0,935,5356,0
2024-10-12T19:49:31.273Z,2449,0,0,491,2627,0
2024-10-12T19:59:29.773Z,2451,0,0,490,2632,0
2024-10-12T20:09:29.155Z,2492,0,0,493,2669,0
2024-10-12T20:19:28.624Z,2499,0,0,489,2677,0
2024-10-12T20:39:30.717Z,4989,0,0,980,5348,0
2024-10-12T20:49:32.188Z,2524,0,0,487,2700,0
2024-10-12T20:59:31.023Z,2454,0,0,483,2630,0
2024-10-12T21:09:31.486Z,2448,0,0,484,2624,0
2024-10-12T21:19:32.965Z,2498,0,0,486,2675,0
2024-10-12T21:29:32.595Z,2498,0,0,488,2675,0
2024-10-12T21:39:29.954Z,2473,0,0,489,2650,0
2024-10-12T21:59:34.895Z,4927,0,0,976,5284,0
2024-10-12T22:09:28.719Z,2515,0,0,490,2693,0
2024-10-12T22:19:36.8469998Z,2501,0,0,492,2678,0
2024-10-12T22:29:28.277Z,2501,0,0,488,2677,0
2024-10-12T22:39:30.391Z,2518,0,0,488,2694,0
2024-10-12T22:49:37.2149998Z,2500,0,0,487,2675,0
2024-10-12T22:59:29.264Z,2507,0,0,491,2682,0
2024-10-12T23:12:01.241Z,3112,0,0,605,3327,0
2024-10-12T23:19:33.467Z,1900,0,0,370,2026,0
2024-10-12T23:29:31.7620001Z,2510,0,0,492,2686,0
2024-10-12T23:39:31.451Z,2448,0,0,491,2623,0
2024-10-12T23:59:31.856Z,5023,0,0,979,5373,0
2024-10-13T00:09:30.3210002Z,2517,0,0,488,2694,0
2024-10-13T00:19:33.25Z,2867,0,0,501,3188,0
2024-10-13T00:49:34.3410002Z,10052,0,8,1377,11485,0
2024-10-13T00:59:29.665Z,3597,0,2,446,4175,0
2024-10-13T01:19:37.5250002Z,6439,0,1,867,7149,0
2024-10-13T01:29:32.072Z,3653,0,2,424,4009,0
2024-10-13T01:39:37.074Z,3247,0,0,439,3634,0
2024-10-13T01:49:31.129Z,3222,0,0,442,3632,0
2024-10-13T01:59:31.57Z,3150,0,0,429,3392,0
2024-10-13T02:19:38.5Z,6125,0,0,847,6560,0
2024-10-13T02:29:32.436Z,3833,0,0,473,4443,0
2024-10-13T02:39:33.4340001Z,3787,0,0,451,4218,0
2024-10-13T02:59:35.879Z,8346,0,1,974,9179,0
2024-10-13T03:09:32.313Z,3834,0,0,465,4058,0
2024-10-13T03:19:35.213Z,3708,0,0,449,3863,0
2024-10-13T03:29:37.2509998Z,3600,0,0,511,3765,0
2024-10-13T03:39:30.763Z,3588,0,0,515,3752,0
2024-10-13T03:59:37.2100001Z,7123,0,0,1009,7449,0
2024-10-13T04:09:30.2509998Z,3471,0,0,507,3637,0
2024-10-13T04:19:35.74Z,3564,0,0,505,3728,0
2024-10-13T04:29:31.6500001Z,3496,0,0,503,3662,0
2024-10-13T04:39:34.094Z,3620,0,0,509,3783,0
2024-10-13T04:49:35.6Z,3488,0,0,499,3710,0
2024-10-13T04:59:32.5450002Z,3865,0,0,434,4067,0
2024-10-13T05:09:30.0420001Z,4072,0,1,470,4429,0
2024-10-13T05:19:38.532Z,4439,0,1,488,5049,0
2024-10-13T05:29:31.424Z,3745,0,0,447,3902,0
2024-10-13T05:39:34.936Z,3159,0,0,444,3445,0
2024-10-13T05:59:36.38Z,6097,0,0,882,6422,0
2024-10-13T06:09:29.926Z,3367,0,0,436,3529,0
2024-10-13T06:19:33.86Z,3000,0,0,433,3209,0
2024-10-13T06:39:32.3940001Z,5662,0,0,858,6044,0
2024-10-13T06:49:30.273Z,3080,0,0,439,3243,0
2024-10-13T06:59:30.217Z,3731,0,0,496,4475,0
2024-10-13T07:12:43.493Z,4154,0,0,593,4577,0
2024-10-13T07:29:36.978Z,5691,0,0,782,6225,0
2024-10-13T07:39:28.704Z,3499,0,1,467,4008,0
2024-10-13T07:49:35.556Z,3386,0,0,465,3702,0
2024-10-13T08:09:35.012Z,8130,0,4,1005,9787,0
2024-10-13T08:19:29.972Z,3547,0,0,469,4062,0
2024-10-13T08:29:28.497Z,3309,0,0,452,3574,0
2024-10-13T08:39:34.517Z,3715,0,0,472,4179,0
2024-10-13T08:49:31.3380001Z,3521,0,0,475,3989,0
2024-10-13T08:59:39.388Z,3180,0,1,457,3534,0
2024-10-13T09:09:32.459Z,3044,0,0,442,3206,0
2024-10-13T09:29:34.852Z,8367,0,1,987,10042,0
2024-10-13T09:39:35.312Z,4192,0,7,502,5362,0
2024-10-13T10:09:33.013Z,15067,0,27,1590,19276,0
2024-10-13T10:29:33.108Z,10691,0,23,1018,13130,0
2024-10-13T10:39:34.0610002Z,3966,0,0,454,4361,0
2024-10-13T10:49:33.09Z,4689,0,1,479,5537,0
2024-10-13T10:59:36.558Z,4715,0,2,477,5542,0
2024-10-13T11:09:36.528Z,5462,0,10,524,6808,0
2024-10-13T11:29:33.514Z,9202,0,5,967,10779,0
2024-10-13T12:09:33.721Z,15495,0,2,1799,17260,0
2024-10-13T12:29:33.7019999Z,7460,0,2,905,8602,0
2024-10-13T12:49:38.803Z,7678,0,1,919,8932,0
2024-10-13T12:59:33.155Z,3456,0,3,445,3972,0
2024-10-13T13:09:31.615Z,3455,0,0,419,3839,0
2024-10-13T13:19:36.136Z,3923,0,2,414,4526,0
2024-10-13T13:29:31.473Z,4090,0,2,425,4805,0
2024-10-13T13:49:36.108Z,6755,0,0,801,7451,0
2024-10-13T14:09:34.107Z,6484,0,0,835,7062,0
2024-10-13T14:19:31.3220001Z,3634,0,0,440,4205,0
2024-10-13T14:29:32.5250002Z,3011,0,0,424,3251,0
2024-10-13T14:39:33.5450002Z,3185,0,0,427,3450,0
2024-10-13T14:49:31.484Z,3009,0,0,421,3170,0
2024-10-13T14:59:32.486Z,2867,0,0,415,3028,0
2024-10-13T15:09:32.003Z,3002,0,0,408,3168,0
2024-10-13T15:19:23.682Z,3036,0,0,399,3316,0
2024-10-13T15:19:36.206Z,80,0,0,12,83,0
2024-10-13T15:29:34.328Z,2679,0,0,397,2922,0
2024-10-13T15:39:32.861Z,2643,0,0,394,2802,0
2024-10-13T15:49:34.925Z,2787,0,0,402,3072,0
2024-10-13T16:09:34.682Z,5207,0,0,841,5541,0
2024-10-13T16:19:31.34Z,2641,0,0,454,2912,0
2024-10-13T16:49:35.712Z,7963,0,0,1255,8504,0
2024-10-13T17:09:34.248Z,4878,0,0,960,5239,0
2024-10-13T17:19:36.267Z,2492,0,0,486,2668,0
2024-10-13T18:19:39.6619999Z,14921,0,0,2913,16018,0
2024-10-13T18:29:37.017Z,2485,0,0,486,2665,0
2024-10-13T18:39:34.5899999Z,2468,0,0,486,2650,0
2024-10-13T19:19:34.255Z,8715,0,0,1909,9457,0
2024-10-13T19:49:34.831Z,5937,0,0,1413,6502,0
2024-10-13T19:59:34.7339999Z,1983,0,0,474,2168,0
2024-10-13T20:19:29.625Z,3951,0,0,941,4331,0
2024-10-13T20:29:28.582Z,1975,0,0,467,2160,0
2024-10-13T20:39:33.619Z,1922,0,0,466,2112,0
2024-10-13T20:49:34.6619999Z,1958,0,0,465,2145,0
2024-10-13T21:09:37.4340001Z,3939,0,0,929,4312,0
2024-10-13T21:19:33.533Z,1977,0,0,469,2164,0
2024-10-13T21:29:31.564Z,1967,0,0,474,2156,0
2024-10-13T21:39:36.908Z,1977,0,0,473,2164,0
2024-10-13T21:49:31.92Z,1977,0,0,477,2164,0
2024-10-13T21:59:33.826Z,1968,0,0,479,2157,0
2024-10-13T22:09:29.853Z,1968,0,0,479,2158,0
2024-10-13T22:19:37.7509998Z,1954,0,0,482,2145,0
2024-10-13T22:29:35.1930002Z,2046,0,0,460,2235,0
2024-10-13T22:39:33.681Z,2251,0,0,429,2511,0
2024-10-13T22:49:33.655Z,2121,0,0,429,2302,0
2024-10-13T23:09:33.055Z,5098,0,1,886,5959,0
