time,active_energy_import_diff,active_energy_export_diff,reactive_energy_import_diff,reactive_energy_export_diff,apparent_energy_import_diff,apparent_energy_export_diff
2024-10-11T19:29:04.352Z,2555,0,1319,0,3019,0
2024-10-11T19:49:03.717Z,4505,0,2316,0,5332,0
2024-10-11T19:51:55.096Z,680,0,362,0,818,0
2024-10-11T19:58:57.415Z,1581,0,820,0,1884,0
2024-10-11T20:09:17.316Z,2571,0,1355,0,3053,0
2024-10-11T20:29:00.189Z,4481,0,2340,0,5322,0
2024-10-11T20:38:53.262Z,2333,0,1238,0,2795,0
2024-10-11T20:48:51.316Z,2574,0,1327,0,3041,0
2024-10-11T20:58:51.221Z,2453,0,1186,0,2855,0
2024-10-11T21:08:51.1370002Z,1899,0,903,0,2232,0
2024-10-11T21:19:06.1730002Z,2344,0,1127,0,2752,0
2024-10-11T21:29:04.152Z,2531,0,1220,0,2948,0
2024-10-11T21:49:16.614Z,4262,0,2034,0,4988,0
2024-10-11T21:59:08.6370002Z,2377,0,1152,0,2790,0
2024-10-11T22:09:07.493Z,2518,0,1215,0,2946,0
2024-10-11T22:28:58.627Z,4216,0,1978,0,4916,0
2024-10-11T22:38:57.5450002Z,2426,0,1161,0,2842,0
2024-10-11T22:49:04.6989998Z,2528,0,1194,0,2936,0
2024-10-11T22:59:07.144Z,2263,0,1049,0,2618,0
2024-10-11T23:09:07.5450002Z,1869,0,861,0,2183,0
2024-10-11T23:19:16.09Z,2468,0,1169,0,2874,0
2024-10-11T23:29:14.527Z,2490,0,1150,0,2879,0
2024-10-11T23:49:06.5109998Z,4081,0,1840,0,4740,0
2024-10-11T23:59:07.4389998Z,2501,0,1153,0,2883,0
2024-10-12T00:08:54.85Z,2499,0,1232,0,2929,0
2024-10-12T00:19:16.403Z,2122,0,1043,0,2484,0
2024-10-12T00:29:05.387Z,1969,0,959,0,2329,0
2024-10-12T00:38:56.934Z,2485,0,1212,0,2900,0
2024-10-12T00:49:07.358Z,2483,0,1168,0,2878,0
2024-10-12T01:09:12.111Z,4101,0,1905,0,4779,0
2024-10-12T01:19:10.204Z,2487,0,1217,0,2906,0
2024-10-12T01:28:55.0580001Z,2545,0,1271,0,2984,0
2024-10-12T01:48:55.775Z,4157,0,2009,0,4878,0
2024-10-12T01:58:59.576Z,2541,0,1226,0,2961,0
2024-10-12T02:09:07.084Z,2546,0,1191,0,2947,0
2024-10-12T02:29:03.464Z,4112,0,1880,0,4780,0
2024-10-12T02:39:05.577Z,2545,0,1154,0,2932,0
2024-10-12T02:48:51.503Z,2532,0,1125,0,2906,0
2024-10-12T03:08:59.4189998Z,4211,0,1971,0,4910,0
2024-10-12T03:19:07.471Z,2546,0,1197,0,2949,0
2024-10-12T03:28:55.764Z,2534,0,1170,0,2916,0
2024-10-12T03:49:11.356Z,4260,0,1923,0,4943,0
2024-10-12T03:54:44.349Z,1400,0,641,0,1606,0
2024-10-12T03:58:48.217Z,1180,0,543,0,1368,0
2024-10-12T04:09:12.595Z,2537,0,1127,0,2900,0
2024-10-12T04:19:10.1029998Z,1925,0,855,0,2230,0
2024-10-12T04:28:51.049Z,2243,0,1102,0,2644,0
2024-10-12T04:39:02.689Z,2278,0,1250,0,2728,0
2024-10-12T04:49:12.0669998Z,2400,0,1146,0,2788,0
2024-10-12T05:09:04.063Z,4358,0,2073,0,5097,0
2024-10-12T05:19:02.936Z,2613,0,1252,0,3034,0
2024-10-12T05:28:55.388Z,2452,0,1135,1,2825,0
2024-10-12T05:49:10.922Z,4739,0,2108,0,5463,0
2024-10-12T05:59:05.867Z,2769,0,1228,0,3169,0
2024-10-12T06:09:02.754Z,2501,0,1089,0,2851,0
2024-10-12T06:38:49.7300001Z,7576,0,3226,0,8647,0
2024-10-12T06:48:54.747Z,2458,0,1032,0,2788,0
2024-10-12T06:59:08.276Z,2121,0,880,0,2435,0
2024-10-12T07:09:01.72Z,2791,0,1194,0,3169,0
2024-10-12T07:28:59.244Z,5121,0,2204,0,5839,0
2024-10-12T07:39:13.7579999Z,2165,0,916,0,2486,0
2024-10-12T07:49:05.6989998Z,2758,0,1206,0,3151,0
2024-10-12T07:58:56.654Z,2775,0,1211,0,3166,0
2024-10-12T08:09:11.1Z,2312,0,993,0,2641,0
2024-10-12T08:29:08.0260001Z,4979,0,2182,0,5718,0
2024-10-12T08:39:02.552Z,2641,0,1218,0,3045,0
2024-10-12T08:49:07.663Z,2118,0,987,0,2453,0
2024-10-12T08:59:01.63Z,2150,0,1006,0,2515,0
2024-10-12T09:08:51.4949998Z,2620,0,1256,0,3043,0
2024-10-12T09:18:57.463Z,2601,0,1266,0,3028,0
2024-10-12T09:28:56.885Z,2040,0,986,0,2381,0
2024-10-12T09:48:57.893Z,4782,0,2386,0,5626,0
2024-10-12T09:59:11.9460001Z,2590,0,1339,0,3056,0
2024-10-12T10:09:13.815Z,1994,0,1019,0,2355,0
2024-10-12T10:18:55.95Z,2244,0,1165,0,2673,0
2024-10-12T10:29:07.8069998Z,2578,0,1358,0,3054,0
2024-10-12T10:38:51.884Z,2596,0,1354,0,3059,0
2024-10-12T10:49:01.579Z,1923,0,999,0,2291,0
2024-10-12T10:59:13.754Z,2295,0,1201,0,2738,0
2024-10-12T11:08:48.85Z,2579,0,1372,0,3063,0
2024-10-12T11:19:10.725Z,2515,0,1226,0,2926,0
2024-10-12T11:29:11.6010002Z,1908,0,904,0,2237,0
2024-10-12T11:48:58.748Z,4869,0,2389,0,5711,0
2024-10-12T11:53:47.398Z,720,0,341,0,854,0
